,condition,url
1027,Cystourethrography,https://www.drugs.com/condition/cystourethrography.html
1028,Cytokine Release Syndrome,https://www.drugs.com/condition/cytokine-release-syndrome.html
1029,Cytokine-Associated Toxicity,https://www.drugs.com/condition/cytokine-release-syndrome.html
1030,Cytomegaloviral Pneumonia,https://www.drugs.com/condition/cmv-pneumonia.html
1031,Cytomegalovirus (CMV),https://www.drugs.com/health-guide/cytomegalovirus-cmv.html
1032,Cytomegalovirus (CMV) Infection,https://www.drugs.com/mcd/cytomegalovirus-cmv-infection
1034,Cytomegalovirus Colitis,https://www.drugs.com/cg/gastroenteritis-in-adults.html
1035,Cytomegalovirus Gastroenteritis,https://www.drugs.com/cg/gastroenteritis-in-adults.html
1036,Cytomegalovirus Infection,https://www.drugs.com/condition/cmv-infection.html
1037,Cytomegalovirus Pneumonia,https://www.drugs.com/condition/cmv-pneumonia.html
1038,Cytomegalovirus Prophylaxis,https://www.drugs.com/cg/acquired-cytomegalovirus.html
1039,Cytomegalovirus Retinitis,https://www.drugs.com/condition/cmv-retinitis.html
1033,Cytomegalovirus and Pregnancy,https://www.drugs.com/cg/cytomegalovirus-and-pregnancy.html
1203,DIC (Bleeding Disorder),https://www.drugs.com/cg/bleeding-disorders.html
1205,DID (Dissociative Identity Disorder),https://www.drugs.com/condition/dissociative-identity-disorder.html
1239,DISH (Diffuse Idiopathic Skeletal Hyperostosis),https://www.drugs.com/condition/diffuse-idiopathic-skeletal-hyperostosis.html
1070,Deep Vein Thrombosis,https://www.drugs.com/cg/deep-vein-thrombosis.html
293,Deep Vein Thrombosis,https://www.drugs.com/cg/deep-vein-thrombosis.html
294,Degenerative Disc Disease,https://www.drugs.com/cg/degenerative-disc-disease.html
1071,Degenerative Disc Disease,https://www.drugs.com/cg/degenerative-disc-disease.html
1072,Dementia,https://www.drugs.com/cg/dementia.html
295,Dementia,https://www.drugs.com/cg/dementia.html
1073,Dengue Virus,https://www.drugs.com/cg/dengue-virus.html
296,Dengue Virus,https://www.drugs.com/cg/dengue-virus.html
297,Dental Abscess,https://www.drugs.com/cg/dental-abscess.html
1074,Dental Abscess,https://www.drugs.com/cg/dental-abscess.html
298,Depression,https://www.drugs.com/depression.html
1075,Depression,https://www.drugs.com/depression.html
299,Depression (Care Guide),https://www.drugs.com/cg/depression.html
1076,Depression (Care Guide),https://www.drugs.com/cg/depression.html
1077,Dermal Ulcer,https://www.drugs.com/condition/dermal-ulcer.html
300,Dermal Ulcer,https://www.drugs.com/condition/dermal-ulcer.html
1078,Dermatitis,https://www.drugs.com/cg/dermatitis.html
301,Dermatitis,https://www.drugs.com/cg/dermatitis.html
1079,Detached Retina,https://www.drugs.com/health-guide/detached-retina.html
302,Detached Retina,https://www.drugs.com/health-guide/detached-retina.html
303,Deviated Septum,https://www.drugs.com/health-guide/deviated-septum.html
1080,Deviated Septum,https://www.drugs.com/health-guide/deviated-septum.html
1220,DiGeorge Syndrome (22q11.2 Deletion Syndrome),https://www.drugs.com/mcd/digeorge-syndrome-22q11-2-deletion-syndrome
1152,Diabetes,https://www.drugs.com/diabetes.html
1153,Diabetes (Mayo Clinic),https://www.drugs.com/mcd/diabetes
1159,Diabetes Insipidus,https://www.drugs.com/cg/diabetes-insipidus.html
1160,Diabetes Mellitus,https://www.drugs.com/health-guide/diabetes-mellitus.html
1161,Diabetes Mellitus Type 2 in Adolescents,https://www.drugs.com/cg/diabetes-mellitus-type-2-in-adolescents.html
1162,Diabetes Type 1: Management,https://www.drugs.com/cg/diabetes-type-1-management.html
1154,Diabetes and Exercise,https://www.drugs.com/cg/diabetes-and-exercise.html
1155,Diabetes and Nutrition,https://www.drugs.com/cg/diabetes-and-nutrition.html
1081,Diabetes and Nutrition,https://www.drugs.com/cg/diabetes-and-nutrition.html
304,Diabetes and Nutrition,https://www.drugs.com/cg/diabetes-and-nutrition.html
1156,Diabetes and Pregnancy,https://www.drugs.com/cg/diabetes-and-pregnancy.html
1157,Diabetes and your Mouth,https://www.drugs.com/cg/diabetes-and-your-mouth.html
1158,Diabetes and your Skin,https://www.drugs.com/cg/diabetes-and-your-skin.html
1163,"Diabetes, Type 1",https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
305,"Diabetes, Type 1",https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1082,"Diabetes, Type 1",https://www.drugs.com/cg/type-1-diabetes-in-adults-new-diagnosis.html
1164,"Diabetes, Type 2",https://www.drugs.com/cg/type-2-diabetes-in-adults-new-diagnosis.html
306,"Diabetes, Type 2",https://www.drugs.com/cg/type-2-diabetes-in-adults-new-diagnosis.html
1083,"Diabetes, Type 2",https://www.drugs.com/cg/type-2-diabetes-in-adults-new-diagnosis.html
1165,"Diabetes, Type 3c",https://www.drugs.com/condition/type-3c-diabetes.html
1166,Diabetic Coma,https://www.drugs.com/mcd/diabetic-coma
1167,"Diabetic Coma, in DM Type I",https://www.drugs.com/cg/1800-calorie-diabetic-diet-basic.html
1168,"Diabetic Coma, in DM Type II",https://www.drugs.com/condition/diabetic-coma-in-dm-type-ii.html
1169,Diabetic Exchange Diet,https://www.drugs.com/cg/diabetic-exchange-diet.html
1170,Diabetic Foot Ulcer,https://www.drugs.com/condition/dermal-ulcer.html
1171,Diabetic Gastroparesis,https://www.drugs.com/cg/diabetic-gastroparesis.html
1172,Diabetic Hyperglycemia,https://www.drugs.com/cg/diabetic-hyperglycemia.html
1173,Diabetic Hyperglycemic Hyperosmolar Coma,https://www.drugs.com/condition/nonketotic-hyperosmolar-syndrome.html
1174,Diabetic Hyperosmolar Syndrome,https://www.drugs.com/mcd/diabetic-hyperosmolar-syndrome
1175,Diabetic Hypoglycemia,https://www.drugs.com/mcd/diabetic-hypoglycemia
1176,Diabetic Ketoacidosis,https://www.drugs.com/cg/diabetic-ketoacidosis.html
1177,Diabetic Ketoacidosis in Children,https://www.drugs.com/cg/diabetic-ketoacidosis-in-children.html
1178,"Diabetic Ketoacidosis, in DM Type I",https://www.drugs.com/condition/diabetic-ketoacidosis-in-dm-type-i.html
1179,"Diabetic Ketoacidosis, in DM Type II",https://www.drugs.com/condition/diabetic-ketoacidosis-in-dm-type-ii.html
1180,Diabetic Kidney Disease,https://www.drugs.com/cg/diabetic-kidney-disease.html
1181,Diabetic Macular Edema,https://www.drugs.com/condition/diabetic-macular-edema.html
307,Diabetic Nephropathy,https://www.drugs.com/health-guide/diabetic-nephropathy.html
1084,Diabetic Nephropathy,https://www.drugs.com/health-guide/diabetic-nephropathy.html
1182,Diabetic Nephropathy,https://www.drugs.com/health-guide/diabetic-nephropathy.html
1183,Diabetic Nerve Damage,https://www.drugs.com/cg/diabetic-peripheral-neuropathy.html
1184,Diabetic Neuropathic Ulcers,https://www.drugs.com/condition/dermal-ulcer.html
1185,Diabetic Neuropathies,https://www.drugs.com/health-guide/diabetic-neuropathies.html
1186,Diabetic Neuropathy,https://www.drugs.com/mcd/diabetic-neuropathy
1187,Diabetic Peripheral Neuropathy,https://www.drugs.com/cg/diabetic-peripheral-neuropathy.html
1085,Diabetic Retinopathy,https://www.drugs.com/cg/diabetic-retinopathy.html
308,Diabetic Retinopathy,https://www.drugs.com/cg/diabetic-retinopathy.html
1188,Diabetic Retinopathy,https://www.drugs.com/cg/diabetic-retinopathy.html
1189,Diagnosis and Investigation,https://www.drugs.com/condition/diagnostic.html
1190,Diagnostic Bronchograms,https://www.drugs.com/condition/diagnostic-bronchograms.html
1191,Diagnostic Knee Arthroscopy,https://www.drugs.com/cg/diagnostic-knee-arthroscopy.html
1192,Dialysis Diet,https://www.drugs.com/cg/dialysis-diet.html
1193,Diaper Dermatitis,https://www.drugs.com/cg/diaper-rash.html
1194,"Diaper Dermatitis, Candida-Associated",https://www.drugs.com/cg/diaper-rash.html
1195,"Diaper Dermatitis, Irritant-Induced",https://www.drugs.com/cg/diaper-rash.html
1196,Diaper Rash,https://www.drugs.com/cg/diaper-rash.html
1086,Diarrhea,https://www.drugs.com/health-guide/diarrhea.html
1197,Diarrhea,https://www.drugs.com/health-guide/diarrhea.html
309,Diarrhea,https://www.drugs.com/health-guide/diarrhea.html
1198,"Diarrhea, Acute",https://www.drugs.com/cg/acute-diarrhea.html
1199,"Diarrhea, Antibiotic-Associated",https://www.drugs.com/mcd/pseudomembranous-colitis
1200,"Diarrhea, Chronic",https://www.drugs.com/cg/chronic-diarrhea.html
1201,"Diarrhea, Drug-Induced",https://www.drugs.com/cg/acute-diarrhea.html
1202,Diastasis Recti and Pregnancy,https://www.drugs.com/cg/diastasis-recti-and-pregnancy.html
1204,Dichuchwa,https://www.drugs.com/condition/bejel.html
1206,Dientamoeba Fragilis,https://www.drugs.com/condition/dientamoeba-fragilis.html
1207,Dientamoebiasis,https://www.drugs.com/condition/dientamoeba-fragilis.html
1208,Diet for Diverticular Conditions,https://www.drugs.com/cg/diet-for-diverticular-conditions.html
1209,Diet for Stomach Ulcers and Gastritis,https://www.drugs.com/cg/diet-for-stomach-ulcers-and-gastritis.html
1210,Dietary Fiber Supplementation,https://www.drugs.com/cg/high-fiber-diet.html
1211,Dietary Supplementation,https://www.drugs.com/cg/balanced-diet.html
1212,Difficulty Passing Stool,https://www.drugs.com/cg/constipation.html
1213,Difficulty Sleeping,https://www.drugs.com/cg/insomnia.html
1214,Difficulty Swallowing,https://www.drugs.com/cg/dysphagia-aftercare-instructions.html
1215,Diffuse Esophageal Spasms,https://www.drugs.com/cg/esophageal-spasm.html
1216,Diffuse Idiopathic Skeletal Hyperostosis,https://www.drugs.com/condition/diffuse-idiopathic-skeletal-hyperostosis.html
1217,Diffuse Idiopathic Skeletal Hyperostosis (DISH),https://www.drugs.com/mcd/diffuse-idiopathic-skeletal-hyperostosis-dish
1218,Diffuse Large B-Cell Lymphoma,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
1219,Diffuse Proliferative Glomerulonephritis,https://www.drugs.com/cg/glomerulonephritis.html
1221,Digital Rectal Exam,https://www.drugs.com/health-guide/digital-rectal-exam.html
1222,Digital Subtraction Angiography,https://www.drugs.com/condition/digital-subtraction-angiography.html
1223,Digitalis Glycoside Toxicity,https://www.drugs.com/condition/digitalis-glycoside-toxicity.html
1224,Digitalis Toxicity,https://www.drugs.com/condition/digitalis-glycoside-toxicity.html
1225,Digoxin Toxicity,https://www.drugs.com/cg/digoxin-toxicity.html
1226,Dilantin Toxicity,https://www.drugs.com/cg/dilantin-toxicity.html
1227,Dilated Cardiomyopathy,https://www.drugs.com/cg/dilated-cardiomyopathy.html
1228,Dilation and Curettage,https://www.drugs.com/cg/dilation-and-curettage.html
1229,Diphtheria,https://www.drugs.com/cg/diphtheria.html
1231,Diphtheria Prophylaxis,https://www.drugs.com/condition/diphtheria-prophylaxis.html
1230,Diphtheria in Children,https://www.drugs.com/cg/diphtheria-in-children.html
1232,Diphyllobothriasis,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
1233,Diphyllobothrium Latum,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
1234,Diplopia,https://www.drugs.com/cg/diplopia.html
1235,Dipylidium Caninum,https://www.drugs.com/condition/dipylidium-caninum-dog-tapeworm.html
1236,Direct Laryngoscopy,https://www.drugs.com/cg/direct-laryngoscopy-discharge-care.html
1237,Discoid Eczema,https://www.drugs.com/cg/eczema.html
1238,Discoid Lupus Erythematosus,https://www.drugs.com/cg/lupus-erythematosus.html
1240,Dislocated Elbow,https://www.drugs.com/mcd/dislocated-elbow
1241,Dislocated Joint,https://www.drugs.com/condition/muscular-aches-and-pains.html
1242,Dislocated Lens,https://www.drugs.com/health-guide/dislocated-lens.html
1243,Dislocated Shoulder,https://www.drugs.com/mcd/dislocated-shoulder
1244,Dislocation,https://www.drugs.com/mcd/dislocation
1245,Disorders of Consciousness,https://www.drugs.com/cg/disorders-of-consciousness.html
1246,Disorganized Schizophrenia,https://www.drugs.com/cg/schizophrenia.html
1247,Disruptive Mood Dysregulation Disorder,https://www.drugs.com/cg/disruptive-mood-dysregulation-disorder.html
1248,Disseminated Intravascular Coagulation,https://www.drugs.com/cg/disseminated-intravascular-coagulation.html
1249,Disseminated Lupus Erythematosus,https://www.drugs.com/cg/lupus-erythematosus.html
1250,Disseminated Tuberculosis,https://www.drugs.com/condition/tuberculosis-extrapulmonary.html
1251,Dissociative Disorders,https://www.drugs.com/mcd/dissociative-disorders
1252,Dissociative Identity Disorder,https://www.drugs.com/condition/dissociative-identity-disorder.html
1253,Diverticulitis,https://www.drugs.com/cg/diverticulitis.html
1254,Diverticulitis Diet,https://www.drugs.com/cg/diverticulitis-diet.html
1255,Diverticulitis with Hemorrhage,https://www.drugs.com/condition/diverticulitis-with-hemorrhage.html
1256,Diverticulosis,https://www.drugs.com/cg/diverticulosis.html
1258,Diverticulosis Diet,https://www.drugs.com/cg/diverticulosis-diet.html
1257,Diverticulosis and Diverticulitis,https://www.drugs.com/health-guide/diverticulosis-and-diverticulitis.html
1259,Dizziness,https://www.drugs.com/cg/dizziness.html
581,Encephalitis,https://www.drugs.com/health-guide/encephalitis.html
582,"Encephalomyelitis, Acute Disseminated",https://www.drugs.com/condition/acute-disseminated-encephalomyelitis.html
583,Encephalopathy,https://www.drugs.com/cg/encephalopathy.html
584,Encopresis,https://www.drugs.com/cg/encopresis.html
585,Encopresis (Fecal Soiling),https://www.drugs.com/health-guide/encopresis-fecal-soiling.html
586,End Stage Kidney Disease,https://www.drugs.com/cg/end-stage-kidney-disease.html
587,End-Stage Renal Disease,https://www.drugs.com/health-guide/end-stage-renal-disease.html
588,Endemic Syphilis,https://www.drugs.com/condition/bejel.html
589,Endocarditis,https://www.drugs.com/cg/endocarditis.html
590,Endocarditis in Children,https://www.drugs.com/cg/endocarditis-in-children.html
591,Endometrial Ablation,https://www.drugs.com/cg/endometrial-ablation.html
592,Endometrial Adenocarcinoma,https://www.drugs.com/cg/endometrial-cancer.html
593,Endometrial Biopsy,https://www.drugs.com/cg/endometrial-biopsy-discharge-care.html
594,Endometrial Cancer,https://www.drugs.com/cg/endometrial-cancer.html
595,Endometrial Carcinoma,https://www.drugs.com/cg/endometrial-cancer.html
596,Endometrial Dysplasia,https://www.drugs.com/condition/endometrial-dysplasia.html
597,Endometrial Hyperplasia,https://www.drugs.com/condition/endometrial-hyperplasia.html
598,"Endometrial Hyperplasia, Prophylaxis",https://www.drugs.com/condition/endometrial-hyperplasia-prophylaxis.html
599,Endometrial Polyps,https://www.drugs.com/cg/endometrial-polyps.html
600,Endometriosis,https://www.drugs.com/cg/endometriosis.html
601,Endometritis,https://www.drugs.com/cg/endometritis.html
602,Endophthalmitis,https://www.drugs.com/health-guide/endophthalmitis.html
603,Endoscopic Biliary Stent Placement,https://www.drugs.com/cg/endoscopic-biliary-stent-placement.html
604,Endoscopic Biliary Stenting,https://www.drugs.com/cg/endoscopic-biliary-stenting-aftercare-instructions.html
605,Endoscopic Carpal Tunnel Decompression,https://www.drugs.com/cg/endoscopic-carpal-tunnel-decompression-aftercare-instructions.html
606,Endoscopic Retrograde Cholangiopancreatography (ERCP),https://www.drugs.com/health-guide/endoscopic-retrograde-cholangiopancreatography-ercp.html
607,Endoscopic Total Extraperitoneal Hernia Repair,https://www.drugs.com/cg/endoscopic-total-extraperitoneal-hernia-repair-aftercare-instructions.html
608,Endoscopy,https://www.drugs.com/health-guide/endoscopy.html
609,Endoscopy or Radiology Premedication,https://www.drugs.com/condition/endoscopy-or-radiology-premedication.html
610,Endotracheal Tube,https://www.drugs.com/cg/endotracheal-tube.html
611,Endovascular Abdominal Aortic Aneurysm Repair,https://www.drugs.com/cg/endovascular-abdominal-aortic-aneurysm-repair-discharge-care.html
612,Endovascular Aneurysm Repair of Abdominal Aorta,https://www.drugs.com/cg/endovascular-aneurysm-repair-of-abdominal-aorta.html
613,Endovascular Cryoplasty,https://www.drugs.com/cg/endovascular-cryoplasty.html
614,Endovenous Ablation,https://www.drugs.com/cg/endovenous-ablation.html
615,Energy Conservation Techniques,https://www.drugs.com/cg/energy-conservation-techniques.html
616,Enhanced External Counterpulsation,https://www.drugs.com/cg/enhanced-external-counterpulsation.html
617,Enlarged Breasts in Men (Gynecomastia),https://www.drugs.com/mcd/enlarged-breasts-in-men-gynecomastia
618,Enlarged Heart,https://www.drugs.com/mcd/enlarged-heart
619,Enlarged Liver,https://www.drugs.com/mcd/enlarged-liver
620,Enlarged Prostate,https://www.drugs.com/cg/enlarged-prostate-bph.html
622,Enlarged Prostate (BPH),https://www.drugs.com/cg/enlarged-prostate-bph.html
621,Enlarged Prostate (Benign Prostatic Hyperplasia),https://www.drugs.com/health-guide/enlarged-prostate-benign-prostatic-hyperplasia.html
623,Enlarged Spleen,https://www.drugs.com/cg/enlarged-spleen.html
624,Enlarged Spleen (Splenomegaly),https://www.drugs.com/mcd/enlarged-spleen-splenomegaly
625,Enteritis,https://www.drugs.com/cg/enteritis.html
626,"Enteritis, Noninfectious",https://www.drugs.com/condition/colitis-enteritis-noninfectious.html
627,Enterobiasis,https://www.drugs.com/condition/enterobiasis.html
628,Enterocele,https://www.drugs.com/cg/enterocele.html
629,Enterocele Repair,https://www.drugs.com/cg/enterocele-repair.html
630,Enterocolitis,https://www.drugs.com/condition/enterocolitis.html
631,Enterovirus D68 Infection,https://www.drugs.com/condition/enterovirus-d68-infection.html
632,Entropion,https://www.drugs.com/mcd/entropion
633,Enuresis,https://www.drugs.com/cg/enuresis.html
634,Environmental Illness,https://www.drugs.com/condition/multiple-chemical-sensitivity.html
635,"Enzymopathy, Unspecified",https://www.drugs.com/condition/enzymopathy-unspecified.html
1260,Fabry Disease,https://www.drugs.com/condition/fabry-disease.html
1261,Face Lift,https://www.drugs.com/cg/face-lift.html
1262,Facial Contusion,https://www.drugs.com/cg/facial-contusion-aftercare-instructions.html
1263,Facial Fat Loss,https://www.drugs.com/condition/facial-lipoatrophy.html
1264,Facial Fracture,https://www.drugs.com/cg/facial-fracture.html
1989,Facial Fracture,https://www.drugs.com/cg/facial-fracture.html
1369,Facial Fracture,https://www.drugs.com/cg/facial-fracture.html
1585,Facial Fracture,https://www.drugs.com/cg/facial-fracture.html
1265,Facial Fracture in Children,https://www.drugs.com/cg/facial-fracture-in-children.html
1266,Facial Laceration,https://www.drugs.com/cg/facial-laceration-aftercare-instructions.html
1267,Facial Lipoatrophy,https://www.drugs.com/condition/facial-lipoatrophy.html
1268,Facial Wasting,https://www.drugs.com/condition/facial-lipoatrophy.html
1269,Facial Wrinkles,https://www.drugs.com/mcd/wrinkles
1270,Facioscapulohumeral Muscular Dystrophy,https://www.drugs.com/cg/muscular-dystrophy.html
1271,Factitious Disorder,https://www.drugs.com/mcd/factitious-disorder
1272,Factor IX Deficiency,https://www.drugs.com/condition/factor-ix-deficiency.html
1273,Factor IX Hemophilia,https://www.drugs.com/condition/factor-ix-deficiency.html
1274,Factor V Leiden,https://www.drugs.com/mcd/factor-v-leiden
1275,Factor VII Deficiency,https://www.drugs.com/condition/factor-vii-deficiency.html
1276,Factor X Deficiency,https://www.drugs.com/condition/factor-x-deficiency.html
1277,Factor XIII Deficiency,https://www.drugs.com/condition/factor-xiii-deficiency.html
1278,Faecal Impaction,https://www.drugs.com/cg/fecal-impaction.html
1279,Failure to Thrive,https://www.drugs.com/cg/failure-to-thrive.html
1280,Failure to Thrive in Older Adults,https://www.drugs.com/cg/failure-to-thrive-in-older-adults.html
1281,Fainting,https://www.drugs.com/cg/syncope.html
1370,Fall Prevention,https://www.drugs.com/cg/fall-prevention.html
1586,Fall Prevention,https://www.drugs.com/cg/fall-prevention.html
1990,Fall Prevention,https://www.drugs.com/cg/fall-prevention.html
1282,Fall Prevention,https://www.drugs.com/cg/fall-prevention.html
1283,Fall Prevention for Children,https://www.drugs.com/cg/fall-prevention-for-children.html
1284,Fall Prevention for Older Adults,https://www.drugs.com/cg/fall-prevention-for-older-adults.html
1285,Fallen Arch,https://www.drugs.com/health-guide/fallen-arch.html
1371,Fallopian Tube Cancer,https://www.drugs.com/health-guide/fallopian-tube-cancer.html
1991,Fallopian Tube Cancer,https://www.drugs.com/health-guide/fallopian-tube-cancer.html
1587,Fallopian Tube Cancer,https://www.drugs.com/health-guide/fallopian-tube-cancer.html
1286,Fallopian Tube Cancer,https://www.drugs.com/health-guide/fallopian-tube-cancer.html
1287,Familial Adenomatous Polyposis,https://www.drugs.com/mcd/familial-adenomatous-polyposis
1288,Familial Cold Autoinflammatory Syndrome,https://www.drugs.com/condition/familial-cold-autoinflammatory-syndrome.html
1289,Familial Cold Urticaria,https://www.drugs.com/condition/familial-cold-autoinflammatory-syndrome.html
1290,Familial Dysautonomia,https://www.drugs.com/health-guide/familial-dysautonomia.html
1291,Familial Hibernian Fever,https://www.drugs.com/condition/tumor-necrosis-factor-receptor-associated-periodic-syndrome.html
1292,Familial Hypercholesterolemia,https://www.drugs.com/mcd/familial-hypercholesterolemia
1293,"Familial Hypercholesterolemia, Heterozygous",https://www.drugs.com/cg/cholesterol-and-your-health.html
1294,"Familial Hypercholesterolemia, Homozygous",https://www.drugs.com/health-guide/high-cholesterol-hypercholesterolemia.html
1295,Familial Hypophosphatemia,https://www.drugs.com/condition/familial-hypophosphatemia.html
1296,Familial Mediterranean Fever,https://www.drugs.com/mcd/familial-mediterranean-fever
1297,Familial Periodic Paralysis,https://www.drugs.com/condition/familial-periodic-paralysis.html
1298,Familial Pulmonary Arterial Hypertension,https://www.drugs.com/cg/familial-pulmonary-arterial-hypertension.html
1299,Familial Tremor,https://www.drugs.com/health-guide/essential-tremor.html
1300,Family History of Cerebrovascular Disease,https://www.drugs.com/condition/history-cerebrovascular-disease.html
1301,Family History of Ischemic Heart Disease,https://www.drugs.com/cg/coronary-artery-disease.html
1302,Family History of Musculoskeletal Disorder,https://www.drugs.com/condition/history-familial-musculoskeletal-disorder.html
1303,Family History of Myocardial Infarction,https://www.drugs.com/condition/history-myocardial-infarction.html
1304,Family Planning after Pregnancy Loss or Stillbirth,https://www.drugs.com/cg/family-planning-after-pregnancy-loss-or-stillbirth-ambulatory-care.html
1305,Family Screen Time Plan,https://www.drugs.com/cg/family-screen-time-plan.html
1306,Farsightedness,https://www.drugs.com/mcd/farsightedness
1372,Farsightedness (Hyperopia),https://www.drugs.com/health-guide/farsightedness-hyperopia.html
1307,Farsightedness (Hyperopia),https://www.drugs.com/health-guide/farsightedness-hyperopia.html
1588,Farsightedness (Hyperopia),https://www.drugs.com/health-guide/farsightedness-hyperopia.html
1992,Farsightedness (Hyperopia),https://www.drugs.com/health-guide/farsightedness-hyperopia.html
1308,Fasciculations,https://www.drugs.com/condition/muscle-twitching.html
1309,Fascioliasis,https://www.drugs.com/condition/fascioliasis.html
1310,"Fasciolopsis Buski, Intestinal Fluke",https://www.drugs.com/condition/fasciolopsis-buski-intestinal-fluke.html
1373,Fasciotomy,https://www.drugs.com/cg/fasciotomy.html
1311,Fasciotomy,https://www.drugs.com/cg/fasciotomy.html
1589,Fasciotomy,https://www.drugs.com/cg/fasciotomy.html
1993,Fasciotomy,https://www.drugs.com/cg/fasciotomy.html
1312,Fasciotomy in Children,https://www.drugs.com/cg/fasciotomy-in-children.html
1313,Fast Heart Rate,https://www.drugs.com/cg/tachycardia.html
1314,Fast Heartbeat,https://www.drugs.com/cg/tachycardia.html
1315,Fasting Blood Sugar,https://www.drugs.com/cg/fasting-blood-sugar.html
1374,Fatigue,https://www.drugs.com/cg/fatigue.html
1994,Fatigue,https://www.drugs.com/cg/fatigue.html
1316,Fatigue,https://www.drugs.com/cg/fatigue.html
1590,Fatigue,https://www.drugs.com/cg/fatigue.html
1317,Fatty Liver,https://www.drugs.com/mcd/nonalcoholic-fatty-liver-disease
974,Febrile Neutropenia,https://www.drugs.com/condition/febrile-neutropenia.html
975,Febrile Seizure,https://www.drugs.com/mcd/febrile-seizure
976,Febrile Seizure in Children,https://www.drugs.com/cg/febrile-seizure-in-children.html
977,Fecal Impaction,https://www.drugs.com/cg/fecal-impaction.html
978,Fecal Incontinence,https://www.drugs.com/health-guide/fecal-incontinence.html
979,Fecal Occult Blood Test,https://www.drugs.com/health-guide/fecal-occult-blood-test.html
980,Feeding Utensils,https://www.drugs.com/cg/feeding-utensils.html
981,Felon,https://www.drugs.com/health-guide/felon.html
982,Felty's Syndrome,https://www.drugs.com/condition/felty-s-syndrome.html
983,Female Athlete Triad,https://www.drugs.com/cg/female-athlete-triad.html
984,Female Condom Use,https://www.drugs.com/cg/female-condom-use.html
1375,Female Infertility,https://www.drugs.com/cg/female-infertility.html
985,Female Infertility,https://www.drugs.com/cg/female-infertility.html
1995,Female Infertility,https://www.drugs.com/cg/female-infertility.html
1591,Female Infertility,https://www.drugs.com/cg/female-infertility.html
986,Female Sexual Dysfunction,https://www.drugs.com/mcd/female-sexual-dysfunction
987,Femoropopliteal Bypass,https://www.drugs.com/cg/femoropopliteal-bypass.html
988,Fess (Functional Endoscopic Sinus Surgery),https://www.drugs.com/cg/fess-functional-endoscopic-sinus-surgery.html
1996,Fetal Alcohol Syndrome,https://www.drugs.com/cg/fetal-alcohol-syndrome.html
989,Fetal Alcohol Syndrome,https://www.drugs.com/cg/fetal-alcohol-syndrome.html
1376,Fetal Alcohol Syndrome,https://www.drugs.com/cg/fetal-alcohol-syndrome.html
1592,Fetal Alcohol Syndrome,https://www.drugs.com/cg/fetal-alcohol-syndrome.html
990,Fetal Macrosomia,https://www.drugs.com/cg/fetal-macrosomia.html
991,Fetal Maturation,https://www.drugs.com/condition/fetal-maturation.html
992,Fetal Movement ,https://www.drugs.com/cg/fetal-movement.html
993,Fetal Ultrasound,https://www.drugs.com/health-guide/fetal-ultrasound.html
1997,Fever,https://www.drugs.com/health-guide/fever.html
1377,Fever,https://www.drugs.com/health-guide/fever.html
994,Fever,https://www.drugs.com/health-guide/fever.html
1593,Fever,https://www.drugs.com/health-guide/fever.html
995,Fever in Adults,https://www.drugs.com/cg/fever-in-adults.html
996,Fever in Children,https://www.drugs.com/cg/fever-in-children.html
1998,Fibroids,https://www.drugs.com/health-guide/fibroids.html
1594,Fibroids,https://www.drugs.com/health-guide/fibroids.html
1378,Fibroids,https://www.drugs.com/health-guide/fibroids.html
1999,Fibromyalgia,https://www.drugs.com/fibromyalgia.html
1595,Fibromyalgia,https://www.drugs.com/fibromyalgia.html
1379,Fibromyalgia,https://www.drugs.com/fibromyalgia.html
2000,Fibromyalgia (Care Guide),https://www.drugs.com/cg/fibromyalgia.html
1596,Fibromyalgia (Care Guide),https://www.drugs.com/cg/fibromyalgia.html
1380,Fibromyalgia (Care Guide),https://www.drugs.com/cg/fibromyalgia.html
1597,Flatfoot,https://www.drugs.com/cg/flatfoot.html
2001,Flatfoot,https://www.drugs.com/cg/flatfoot.html
1381,Flatfoot,https://www.drugs.com/cg/flatfoot.html
2002,Flu (Influenza),https://www.drugs.com/health-guide/flu-influenza.html
1598,Flu (Influenza),https://www.drugs.com/health-guide/flu-influenza.html
1382,Flu (Influenza),https://www.drugs.com/health-guide/flu-influenza.html
2003,Food Allergy,https://www.drugs.com/cg/food-allergy.html
1383,Food Allergy,https://www.drugs.com/cg/food-allergy.html
1599,Food Allergy,https://www.drugs.com/cg/food-allergy.html
1600,Frostbite,https://www.drugs.com/cg/frostbite.html
2004,Frostbite,https://www.drugs.com/cg/frostbite.html
1384,Frostbite,https://www.drugs.com/cg/frostbite.html
2005,Frozen Shoulder,https://www.drugs.com/mcd/frozen-shoulder
1601,Frozen Shoulder,https://www.drugs.com/mcd/frozen-shoulder
1385,Frozen Shoulder,https://www.drugs.com/mcd/frozen-shoulder
1040,Fuchs' Dystrophy,https://www.drugs.com/mcd/fuchs-dystrophy
1041,Full Liquid Diet,https://www.drugs.com/cg/full-liquid-diet.html
