condition,drugName,mean_p
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,0.105191052
Cough and Nasal Congestion,Capmist DM,0.018798128
Cough and Nasal Congestion,Chlophedianol / guaifenesin / pseudoephedrine,0.059268606
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,0.152600657
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,0.024416105
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,0.012208053
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / phenylephrine,0.012208053
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,0.149114744
Cough and Nasal Congestion,Coricidin HBP Cough & Cold,0.111099127
Cough and Nasal Congestion,Dextromethorphan / guaifenesin / phenylephrine,0
Cough and Nasal Congestion,Dimetapp Children's Cold & Cough,0
Cough and Nasal Congestion,Guaifenesin / phenylephrine,0.073248315
Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,0.148327095
Cough and Nasal Congestion,Maxifed DM,0.057819586
Cough and Nasal Congestion,Mucinex D,0.193691665
Cough and Nasal Congestion,Mucinex D Maximum Strength,0.005856544
Cough and Nasal Congestion,Rezira,0.054936237
Cough and Nasal Congestion,Sildec-PE DM,0.073248315
Cough and Nasal Congestion,Zutripro,0.112688839
Crohn's Disease,Adalimumab,0.260724364
Crohn's Disease,Apriso,0.454066672
Crohn's Disease,Asacol,0.518933339
Crohn's Disease,Azathioprine,0.389200004
Crohn's Disease,Balsalazide,0.192159953
Crohn's Disease,Budesonide,0
Crohn's Disease,Canasa,0.097300001
Crohn's Disease,Certolizumab,0.208959549
Crohn's Disease,Cholestyramine,1.373011126
Crohn's Disease,Cimzia,0.156720743
Crohn's Disease,Colazal,0.199480101
Crohn's Disease,Entocort EC,2.194281114
Crohn's Disease,Entyvio,0.159584081
Crohn's Disease,Humira,1.19490583
Crohn's Disease,Hyoscyamine,0.454066672
Crohn's Disease,Imuran,0.279272142
Crohn's Disease,Infliximab,0.077339771
Crohn's Disease,Lialda,0.409925532
Crohn's Disease,Mesalamine,0.224498036
Crohn's Disease,Pentasa,0.344233834
Crohn's Disease,Prevalite,2.010866688
Crohn's Disease,Remicade,0.027139092
Crohn's Disease,Rifaximin,1.728900322
Crohn's Disease,Sulfasalazine,0.371914125
Crohn's Disease,Tacrolimus,0
Crohn's Disease,Vedolizumab,0.379920567
Crohn's Disease,Adalimumab,8.556318842
Crohn's Disease,Azathioprine,0.814887509
Crohn's Disease,Budesonide,10.46729137
Crohn's Disease,Entocort EC,10.7293522
Crohn's Disease,Humira,3.776368789
Crohn's Disease,Infliximab,0.902711805
Crohn's Disease,Mercaptopurine,1.901404187
Crohn's Disease,Metronidazole,0.135814585
Crohn's Disease,Remicade,1.85580566
Crohn's Disease,Adalimumab,1.371103903
Crohn's Disease,Asacol,0.42361745
Crohn's Disease,Azathioprine,0.356946463
Crohn's Disease,Certolizumab,0.735680467
Crohn's Disease,Cimzia,0.530292824
Crohn's Disease,Humira,0.839289998
Crohn's Disease,Imuran,0.487075766
Crohn's Disease,Infliximab,0.685785303
Crohn's Disease,Mercaptopurine,0.025032654
Crohn's Disease,Mesalamine,0.495846389
Crohn's Disease,Pentasa,0.4701048
Crohn's Disease,Remicade,0.686974382
Crohn's Disease,Salofalk,0
Croup,Decadron,5.432583392
Croup,Dexamethasone,4.182583392
Cutaneous Candidiasis,Econazole,2.173033357
Cutaneous Candidiasis,Ketoconazole,1.955730021
Cutaneous Candidiasis,Mycolog II,11.73438013
Cutaneous Candidiasis,Nystatin,1.118108386
Cutaneous Candidiasis,Nystatin / triamcinolone,4.563370049
Cutaneous Candidiasis,Nystop,3.259550035
Cutaneous Candidiasis,Xolegel,1.955730021
Cutaneous T-cell Lymphoma,Bexarotene,26.07640028
Cyclic Vomiting Syndrome,Amitriptyline,3.752209805
Cyclic Vomiting Syndrome,Elavil,1.894439337
Cyclic Vomiting Syndrome,Nortriptyline,0.919360266
Cyclic Vomiting Syndrome,Sumatriptan,1.26846265
Cyclothymic Disorde,Lamotrigine,11.43666023
Cyclothymic Disorde,Lithium,16.28335222
Cyclothymic Disorde,Oxcarbazepine,6.666643143
Cystic Fibrosis,Amikacin,1.207240754
Cystic Fibrosis,Amikin,0.929462976
Cystic Fibrosis,Azithromycin,0.37178519
Cystic Fibrosis,Creon,3.028775964
Cystic Fibrosis,Ibuprofen,2.673033357
Cystic Fibrosis,Pancrelipase,3.145942012
Dandruff,Ketoconazole,12.0286501
Deep Neck Infection,Clindamycin,5.432583392
Deep Neck Infection,Metronidazole,0
Deep Vein Thrombosis,Arixtra,0.575214712
Deep Vein Thrombosis,Dabigatran,0.861184729
Deep Vein Thrombosis,Eliquis,2.220392763
Deep Vein Thrombosis,Enoxaparin,1.476205903
Deep Vein Thrombosis,Lovenox,1.388543481
Deep Vein Thrombosis,Pradaxa,1.086516678
Deep Vein Thrombosis,Rivaroxaban,2.676012233
Deep Vein Thrombosis,Tinzaparin,0
Deep Vein Thrombosis,Xarelto,2.371632948
Deep Vein Thrombosis,Coumadin,26.77345031
Deep Vein Thrombosis,Warfarin,13.83734427
Deep Vein Thrombosis,Arixtra,2.629052418
Deep Vein Thrombosis,Dabigatran,2.291171449
Deep Vein Thrombosis,Fondaparinux,3.414766703
Deep Vein Thrombosis,Rivaroxaban,1.851703899
Deep Vein Thrombosis,Xarelto,3.259550035
Deep Vein Thrombosis,Coumadin,7.110391766
Deep Vein Thrombosis,Rivaroxaban,6.273875087
Deep Vein Thrombosis,Xarelto,5.516712561
Dental Abscess,Amoxicillin,1.496153937
Dental Abscess,Clarithromycin,3.346066713
Dental Abscess,Erythromycin,1.464737952
Dental Abscess,Flagyl,2.382693377
Dental Abscess,Metronidazole,1.832190328
Depression,Abilify,0.040618798
Depression,Alprazolam,0.042871341
Depression,Amitriptyline,0.037122941
Depression,Amitriptyline / chlordiazepoxide,0.014269863
Depression,Amoxapine,0.000548746
Depression,Aplenzin,0.01797181
Depression,Aripiprazole,0.041713567
Depression,Armodafinil,0.019160253
Depression,Asendin,0.030151422
Depression,Atomoxetine,0.007682441
Depression,Brexpiprazole,0.009039505
Depression,Budeprion SR,0.004115593
Depression,Budeprion XL,0.007788979
Depression,Bupropion,0.026769736
Depression,Celexa,0.031922361
Depression,Citalopram,0.018424439
Depression,Clomipramine,0.04278216
Depression,Cymbalta,0.026132892
Depression,Deplin,0.050879939
Depression,Desipramine,0.030158395
Depression,Desvenlafaxine,0.024448445
Depression,Desyrel,0.03127851
Depression,Doxepin,0.020803431
Depression,Duloxetine,0.028227592
Depression,Effexor,0.023037872
Depression,Effexor XR,0.023039621
Depression,Elavil,0.049980447
Depression,Emsam,0.037273323
Depression,Escitalopram,0.025199738
Depression,Fetzima,0.019738451
Depression,Fluoxetine,0.023709633
Depression,Fluoxetine / olanzapine,0.01718888
Depression,Fluvoxamine,0.006231255
Depression,Forfivo XL,0.025883758
Depression,Imipramine,0.001889794
Depression,Isocarboxazid,0.023912802
Depression,L-methylfolate,0.048384489
Depression,Lamotrigine,0.020814369
Depression,Levomilnacipran,0.017027934
Depression,Lexapro,0.029419744
Depression,Lisdexamfetamine,0.000548746
Depression,Lithium,0.012841779
Depression,Luvox,0.020949555
Depression,Maprotiline,0.005487458
Depression,Marplan,0.015364882
Depression,Methylphenidate,0.039562227
Depression,Mirtazapine,0.025576715
Depression,Modafinil,0.036330282
Depression,Nardil,0.019141722
Depression,Nefazodone,0.017415783
Depression,Niacin,0.073495223
Depression,Norpramin,0.061054584
Depression,Nortriptyline,0.016874123
Depression,Nuvigil,0.019047661
Depression,Olanzapine,0.021064061
Depression,Oleptro,0.05349909
Depression,Paliperidone,0.001927074
Depression,Parnate,0.032810771
Depression,Paroxetine,0.021273349
Depression,Paxil,0.019074428
Depression,Paxil CR,0.010354527
Depression,Phenelzine,0.017285693
Depression,Pristiq,0.021411656
Depression,Provigil,0.042253426
Depression,Prozac,0.034710363
Depression,Quetiapine,0.022296437
Depression,Remeron,0.042998538
Depression,Remeron SolTab,0.011786777
Depression,Rexulti,0.020324004
Depression,Risperdal,0.057618309
Depression,Risperidone,0.019365211
Depression,Selegiline,0.035668477
Depression,Seroquel,0.016127849
Depression,Seroquel XR,0.033997056
Depression,Sertraline,0.029520959
Depression,Serzone,0.030945461
Depression,Sinequan,0.023867357
Depression,St. john's wort,0.029515472
Depression,Symbyax,0.021809061
Depression,Tofranil,0.060600983
Depression,Tramadol,0.038672125
Depression,Tranylcypromine,0.013483034
Depression,Trazodone,0.040838028
Depression,Trintellix,0.030684411
Depression,Venlafaxine,0.017478738
Depression,Viibryd,0.029607836
Depression,Vilazodone,0.027424572
Depression,Vortioxetine,0.023424733
Depression,Vyvanse,0.001097492
Depression,Wellbutrin,0.043288466
Depression,Wellbutrin SR,0.046789758
Depression,Wellbutrin XL,0.034757146
Depression,Xanax,0.045487754
Depression,Xanax XR,0.033473494
Depression,Zoloft,0.048268882
Depression,Zyprexa,0.034763885
Dermatitis,Amcinonide,0
Dermatitis,Betamethasone,0.784573851
Dermatitis,Clobetasol,0.980726052
Dermatitis,Clocortolone,0.48196782
Dermatitis,Cordran Tape,0.452715283
Dermatitis,Cutar,0
Dermatitis,Desonide,0.941081263
Dermatitis,Desoximetasone,0.226357641
Dermatitis,Elocon,1.456154894
Dermatitis,Fluocinolone,0.466537852
Dermatitis,Fluocinonide,1.014082687
Dermatitis,Halobetasol,0.316900698
Dermatitis,Hydrocortisone,0.382402783
Dermatitis,Hydrocortisone / pramoxine,0.226357641
Dermatitis,Hylira,0.501193754
Dermatitis,Kenalog,1.745604714
Dermatitis,Lidex,3.898173645
Dermatitis,Locoid Lipocream,0.588529867
Dermatitis,Olux,0.736341755
Dermatitis,Orapred,1.267602791
Dermatitis,Prednisolone,0.121992016
Dermatitis,RadiaPlexRx,0.102595511
Dermatitis,Sodium hyaluronate,0.343141324
Dermatitis,Triamcinolone,1.116226407
Dermatologic Lesion,Balsam peru / castor oil / trypsin,1.942275017
Dermatologic Lesion,Granulex,0.543258339
Dermatologic Lesion,Methylprednisolone,18.47078353
Dermatological Disorders,Betamethasone,4.776002433
Dermatological Disorders,Carmol 20,6.984750075
Dermatological Disorders,Hydroquinone,1.552166683
Dermatological Disorders,Melquin HP,2.483466693
Dermatological Disorders,Salicylic acid,0.776083342
Dermatological Disorders,Silver,1.673033357
Dermatological Disorders,Urea,2.965083899
Dermatological Disorders,X-Viate,2.27648512
Dermatomyositis,Hydroxychloroquine,16.51404187
Dermatomyositis,Plaquenil,19.01404187
Dermatophytosis,Gris-PEG,8.213599205
Dermatophytosis,Griseofulvin,2.173033357
Dermatophytosis,Itraconazole,2.173033357
Dermatophytosis,Ketoconazole,2.509550035
Diabetes Insipidus,DDAVP,1.860592062
Diabetes Insipidus,Desmopressin,1.523892814
"Diabetes, Type 1",Afrezza,1.760463208
"Diabetes, Type 1",Humulin N,0.220986443
"Diabetes, Type 1",Insulin aspart,0.110493222
"Diabetes, Type 1",Insulin aspart / insulin aspart protamine,0
"Diabetes, Type 1",Insulin degludec,0.568024128
"Diabetes, Type 1",Insulin detemir,0.14430528
"Diabetes, Type 1",Insulin glargine,0.520787874
"Diabetes, Type 1",Insulin glulisine,0.123046693
"Diabetes, Type 1","Insulin inhalation, rapid acting",1.766926177
"Diabetes, Type 1",Insulin lispro,0.155960737
"Diabetes, Type 1",Insulin lispro / insulin lispro protamine,0.294648591
"Diabetes, Type 1",Insulin regular,0
"Diabetes, Type 1",Lantus,0.331479665
"Diabetes, Type 1",Liraglutide,0.634032842
"Diabetes, Type 1",NovoLog Mix 70 / 30,0
"Diabetes, Type 1",Octreotide,0.061523347
"Diabetes, Type 1",Symlin,0.162032835
"Diabetes, Type 1",Toujeo,0.147324295
"Diabetes, Type 1",Toujeo Solostar,0
"Diabetes, Type 1",Tresiba,0.396305244
"Diabetes, Type 1",Victoza,0.586079454
"Diabetes, Type 2",Acarbose,0.006019483
"Diabetes, Type 2",ActoPlus Met,0.028923703
"Diabetes, Type 2",Actos,0.088384609
"Diabetes, Type 2",Afrezza,0.050141608
"Diabetes, Type 2",Albiglutide,0.002689951
"Diabetes, Type 2",Amaryl,0.236766331
"Diabetes, Type 2",Avandia,0.028090921
"Diabetes, Type 2",Bydureon,0.04525359
"Diabetes, Type 2",Byetta,0.06804406
"Diabetes, Type 2",Canagliflozin,0.07541391
"Diabetes, Type 2",Chromium picolinate,0.257834521
"Diabetes, Type 2",Dapagliflozin,0.032552452
"Diabetes, Type 2",Dulaglutide,0.036255138
"Diabetes, Type 2",Empagliflozin,0.047608571
"Diabetes, Type 2",Empagliflozin / linagliptin,0.016263202
"Diabetes, Type 2",Exenatide,0.055074838
"Diabetes, Type 2",Exubera,0.006019483
"Diabetes, Type 2",Farxiga,0.032636082
"Diabetes, Type 2",Glimepiride,0.095618282
"Diabetes, Type 2",Glimepiride / pioglitazone,0
"Diabetes, Type 2",GlipiZIDE XL,0.160524135
"Diabetes, Type 2",Glipizide,0.130452868
"Diabetes, Type 2",Glipizide / metformin,0
"Diabetes, Type 2",Glucophage,0.174605957
"Diabetes, Type 2",Glucophage XR,0.162526041
"Diabetes, Type 2",Glucotrol,0.08496476
"Diabetes, Type 2",Glucovance,0.024717021
"Diabetes, Type 2",Glumetza,0.05419023
"Diabetes, Type 2",Glyburide,0.069667581
"Diabetes, Type 2",Glyburide / metformin,0.008025977
"Diabetes, Type 2",Glyxambi,0.022549951
"Diabetes, Type 2",Humalog,0.036116898
"Diabetes, Type 2",Humalog KwikPen,0.003009741
"Diabetes, Type 2",Humalog Mix 75 / 25,0.01404546
"Diabetes, Type 2",Humulin N,0
"Diabetes, Type 2",Insulin aspart,0.009650677
"Diabetes, Type 2",Insulin degludec,0.034064437
"Diabetes, Type 2",Insulin detemir,0.023359711
"Diabetes, Type 2",Insulin glargine,0.026379864
"Diabetes, Type 2","Insulin inhalation, rapid acting",0.042102835
"Diabetes, Type 2",Insulin isophane / insulin regular,0
"Diabetes, Type 2",Insulin lispro,0.01004129
"Diabetes, Type 2",Insulin lispro / insulin lispro protamine,0.01404546
"Diabetes, Type 2",Invokana,0.082692369
"Diabetes, Type 2",Janumet,0.091422189
"Diabetes, Type 2",Januvia,0.12378202
"Diabetes, Type 2",Jardiance,0.076691469
"Diabetes, Type 2",Jentadueto,0.006019483
"Diabetes, Type 2",Kazano,0.004012989
"Diabetes, Type 2",Kombiglyze XR,0.026638443
"Diabetes, Type 2",Lantus,0.051485831
"Diabetes, Type 2",Lantus Solostar,0.008025977
"Diabetes, Type 2",Levemir,0.027845567
"Diabetes, Type 2",Linagliptin,0.049835956
"Diabetes, Type 2",Liraglutide,0.060665994
"Diabetes, Type 2",Metformin,0.113562507
"Diabetes, Type 2",Metformin / sitagliptin,0.009772063
"Diabetes, Type 2",Nesina,0.012038966
"Diabetes, Type 2",NovoLog FlexPen,0.012038966
"Diabetes, Type 2",Novolin 70 / 30,0
"Diabetes, Type 2",Novolog,0.064722757
"Diabetes, Type 2",Onglyza,0.00887827
"Diabetes, Type 2",Pioglitazone,0.066177053
"Diabetes, Type 2",Pramlintide,0.020064943
"Diabetes, Type 2",Prandin,0.102301592
"Diabetes, Type 2",Repaglinide,0.096052128
"Diabetes, Type 2",Rosiglitazone,0.015901
"Diabetes, Type 2",Saxagliptin,0.064807923
"Diabetes, Type 2",Sitagliptin,0.120112164
"Diabetes, Type 2",Tanzeum,0.010398204
"Diabetes, Type 2",Toujeo,0.009834688
"Diabetes, Type 2",Toujeo Solostar,0.020733775
"Diabetes, Type 2",Tradjenta,0.045145797
"Diabetes, Type 2",Tresiba,0.023246907
"Diabetes, Type 2",Trulicity,0.039125133
"Diabetes, Type 2",Victoza,0.064213194
"Diabetes, Type 2",Xigduo XR,0.036116898
Diabetic Kidney Disease,Avapro,7.318131153
Diabetic Kidney Disease,Cozaar,37.08833782
Diabetic Kidney Disease,Lisinopril,7.139909562
Diabetic Kidney Disease,Ramipril,6.413630504
Diabetic Macular Edema,Aflibercept,3.259550035
Diabetic Macular Edema,Eylea,3.259550035
Diabetic Peripheral Neuropathy,Capsaicin,0.163721691
Diabetic Peripheral Neuropathy,Cymbalta,1.366356707
Diabetic Peripheral Neuropathy,Duloxetine,0.986348834
Diabetic Peripheral Neuropathy,Gabapentin,0.644991867
Diabetic Peripheral Neuropathy,Gabarone,0.458365303
Diabetic Peripheral Neuropathy,Lyrica,1.369071892
Diabetic Peripheral Neuropathy,Nortriptyline,0.43679523
Diabetic Peripheral Neuropathy,Nucynta ER,0.030420894
Diabetic Peripheral Neuropathy,Pregabalin,1.260682649
Diabetic Peripheral Neuropathy,Tapentadol,1.417696647
Diabetic Peripheral Neuropathy,Topamax,1.372456943
Diabetic Peripheral Neuropathy,Topiramate,0.353773837
Diagnosis and Investigation,Lexiscan,6.174743949
Diagnosis and Investigation,Methacholine,0
Diagnosis and Investigation,Regadenoson,7.573594511
Diagnosis and Investigation,Tilmanocept,20.52309281
Diaper Rash,Boudreaux Butt Paste,1.069213343
Diaper Rash,Calmoseptine,1.52112335
Diaper Rash,Menthol / zinc oxide,2.535205583
Diaper Rash,Miconazole / zinc oxide,1.303820014
Diaper Rash,Vusion,0.82786501
Diaper Rash,Zinc oxide,0.869213343
Diarrhea,Alosetron,1.055991641
Diarrhea,Anti-Diarrheal,0.668625648
Diarrhea,Atropine / diphenoxylate,1.362020545
Diarrhea,Bismuth subsalicylate,0.200587694
Diarrhea,Codeine,0
Diarrhea,Florastor,0.734700628
Diarrhea,Imodium,0.890048317
Diarrhea,Imodium A-D,0.411823595
Diarrhea,Lactobacillus acidophilus,0.328988721
Diarrhea,Lomotil,1.653187018
Diarrhea,Lonox,1.459519384
Diarrhea,Loperamide,0.462634999
Diarrhea,Lotronex,0.767627373
Diarrhea,Octreotide,0.568331801
Diarrhea,Opium,0.975005855
Diarrhea,Paregoric,1.10697762
Diarrhea,Pepto-Bismol,0.472278808
Diarrhea,Raspberry,0.025738975
Diarrhea,Rifaximin,1.10323232
Diarrhea,Saccharomyces boulardii lyo,0.355958776
Diarrhea,Sandostatin,0.234018977
Diarrhea,Xifaxan,1.742961387
Diarrhea,Atropine / difenoxin,4.779847634
Diarrhea,Imodium,2.342246699
Diarrhea,Imodium A-D,3.042246699
Diarrhea,Loperamide,2.824943364
Diarrhea,Colesevelam,4.624740792
Diarrhea,Imodium,0.925314033
Diarrhea,Loperamide,3.810476718
Diarrhea,Pepto-Bismol,0.434606671
Diarrhea,Welchol,9.634920139
Dientamoeba fragilis,Paromomycin,7.919304788
Dietary Fiber Supplementation,Inulin,0
Dietary Fiber Supplementation,Metamucil,16.44746592
Dietary Supplementation,Bifidobacterium infantis / lactobacillus acidophilus,0.836498752
Dietary Supplementation,Biotin,1.450219582
Dietary Supplementation,Chondroitin / glucosamine,0.622341552
Dietary Supplementation,CoQ10,3.731948591
Dietary Supplementation,Coenzyme Q10,1.653394945
Dietary Supplementation,Dehydroepiandrosterone,0
Dietary Supplementation,Glucose,0.063869377
Dietary Supplementation,"Hair, Skin & Nails",0.502519446
Dietary Supplementation,MVI Adult,0.043024147
Dietary Supplementation,Magnesium aspartate,0.094479711
Dietary Supplementation,Magnesium gluconate,0.868781168
Dietary Supplementation,Multivitamin,2.059745884
Dietary Supplementation,Omega-3 polyunsaturated fatty acids,1.297215231
Dietary Supplementation,Ortho D,0
Dietary Supplementation,Schiff Move Free,0.472398556
Dietary Supplementation,Ubiquinone,1.953693784
Dietary Supplementation,Zinc gluconate,0.4251587
Diverticulitis,Cipro,2.778632817
Diverticulitis,Ciprofloxacin,0.957441712
Diverticulitis,Flagyl,2.025464974
Diverticulitis,Flagyl IV,0.712469953
Diverticulitis,Metronidazole,1.499481648
Dry Eye Disease,GenTeal,0
Dry Eye Disease,Lacrisert,0.066000824
Dry Eye Disease,Lifitegrast,0.37821927
Dry Eye Disease,Oasis Tears,0.030854868
Dry Eye Disease,Ocular lubricant,0.134137862
Dry Eye Disease,Refresh Liquigel,0
Dry Eye Disease,Systane,0.384528536
Dry Eye Disease,Xiidra,0.335285616
Dry Skin,Ammonium lactate,3.648115726
Dry Skin,Aveeno,0.127825492
Dry Skin,Biafine,0.766952949
Dry Skin,Blistex Lip Balm,0.078618628
Dry Skin,Corn Huskers Lotion,0.23676479
Dry Skin,Eletone,0
Dry Skin,Emollients,0.540849451
Dry Skin,EpiCeram,0.953033541
Dry Skin,Lac-Hydrin,1.778519141
Dry Skin,Lactic acid,0.319563729
Dry Skin,Urea,1.59895292
Dry Skin,X-Viate,2.038978457
Dumping Syndrome,Cholestyramine,26.76853371
Dumping Syndrome,Pamine,9.355616748
Duodenal Ulce,Atropine / hyoscyamine / phenobarbital / scopolamine,1.337251296
Duodenal Ulce,Carafate,14.51426835
Duodenal Ulce,Donnatal,1.838720533
Duodenal Ulce,Famotidine,1.671564121
Duodenal Ulce,Omeprazole / sodium bicarbonate,0.167156412
Duodenal Ulce,Pantoprazole,2.573283925
Duodenal Ulce,Ranitidine,4.513223125
Duodenal Ulce,Sucralfate,9.970419612
Dysautonomia,Alprazolam,2.857447034
Dysautonomia,Ativan,2.674502593
Dysautonomia,Lorazepam,2.674502593
Dysautonomia,Mestinon,1.132915818
Dysautonomia,Midodrine,5.637352077
Dysautonomia,Nortriptyline,0
Dysautonomia,Pyridostigmine,2.353406645
Dysautonomia,Xanax,3.860846208
Dysautonomia,Xanax XR,6.351943658
Dyspareunia,Ospemifene,19.46053816
Dyspareunia,Osphena,6.600841731
Dystonia,Baclofen,1.597921103
Dystonia,Botox,0.724344452
Dystonia,Carbamazepine,1.673033357
Dystonia,Carbatrol,2.173033357
Dystonia,OnabotulinumtoxinA,2.173033357
Dystonia,Tegretol,1.673033357
Dysuria,Azo-Standard,1.059224204
Dysuria,Phenazopyridine,0.821792603
Dysuria,Pyridium,1.463661277
Dysuria,Uricalm,1.465412664
Dysuria,Urispas,0.280391401
Ear Wax Impaction,Carbamide peroxide,2.155730021
Ear Wax Impaction,Debrox,6.028088951
Eczema,Cloderm,0.074446351
Eczema,DesOwen,1.624042746
Eczema,Desonide,0.489585702
Eczema,Desoximetasone,0.54933265
Eczema,Dexpak Taperpak,0.227033336
Eczema,Diflorasone,0
Eczema,Dupilumab,1.015121994
Eczema,Dupixent,0.633247703
Eczema,Elidel,0.504366426
Eczema,Elocon,0.666058913
Eczema,Flurandrenolide,0.07979204
Eczema,Halobetasol,0.259466669
Eczema,Hydrocortisone,0.437850005
Eczema,Imuran,1.881133354
Eczema,Locoid Lipocream,0.551366673
Eczema,Mometasone,0.398443817
Eczema,Pimecrolimus,0.454752645
Eczema,Prednisone,0.299647765
Eczema,Topicort,1.566251659
Eczema,Ultravate,0.289317416
Eczema,Westcort,0.249706471
Eczema,Zantac,1.427066682
Edema,Acetazolamide,0.920539573
Edema,Bumetanide,0.62849617
Edema,Bumex,3.448509457
Edema,Chlorothiazide,0.043387128
Edema,Demadex,1.747874656
Edema,Diamox Sequels,0.581924646
Edema,Diurex Water Capsules,0.094479711
Edema,Dyazide,1.936834079
Edema,Dyrenium,0.566878267
Edema,Edecrin,0.377918845
Edema,Ethacrynic acid,0.377918845
Edema,Furosemide,3.316385353
Edema,Hydrochlorothiazide,2.420196038
Edema,Hydrochlorothiazide / triamterene,1.53501128
Edema,Lasix,3.606706587
Edema,Metolazone,3.023350757
Edema,Spironolactone,1.534777557
Edema,Torsemide,0.236199278
Edema,Triamterene,0.997416763
Edema,Zaroxolyn,0.661357978
Emergency Contraception,Aftera,0.013892806
Emergency Contraception,EContra EZ,0.002421226
Emergency Contraception,Fallback Solo,0.013629184
Emergency Contraception,Levonorgestrel,0.028346932
Emergency Contraception,My Way,0.012503149
Emergency Contraception,Next Choice,0.024819854
Emergency Contraception,Opcicon One-Step,0
Emergency Contraception,Plan B,0.024938811
Emergency Contraception,Plan B One-Step,0.035575761
Emergency Contraception,Take Action,0
Emergency Contraception,Ulipristal,0.016106123
Emergency Contraception,ella,0.017096852
Endometrial Cance,Anastrozole,14.20026373
Endometrial Cance,Arimidex,17.69025886
Endometrial Cance,Megestrol,4.780673385
Endometrial Hyperplasia,Megace,19.89684963
Endometrial Hyperplasia,Megestrol,24.81430888
"Endometrial Hyperplasia, Prophylaxis",Medroxyprogesterone,9.999788284
Endometriosis,Alesse,0.009689849
Endometriosis,Aviane,0.109370077
Endometriosis,Camila,0.39491773
Endometriosis,Chateal,0.009435089
Endometriosis,Cryselle,0.056723675
Endometriosis,Danazol,0.084226099
Endometriosis,Depo-Provera,0.233857381
Endometriosis,Errin,0.088084967
Endometriosis,Ethinyl estradiol / ethynodiol,0.096766935
Endometriosis,Ethinyl estradiol / levonorgestrel,0.059634055
Endometriosis,Ethinyl estradiol / norethindrone,0.061013865
Endometriosis,Ethinyl estradiol / norgestimate,0.100182328
Endometriosis,Ethinyl estradiol / norgestrel,0.027847093
Endometriosis,Etonogestrel,0.002440797
Endometriosis,Goserelin,0.191328041
Endometriosis,Jolessa,0.173069308
Endometriosis,Jolivette,0.135185001
Endometriosis,Junel Fe 1 / 20,0.028998351
Endometriosis,Leuprolide,0.163115897
Endometriosis,Levora,0.038367114
Endometriosis,LoSeasonique,0.067416086
Endometriosis,Loestrin 24 Fe,0.111800076
Endometriosis,Lupron,0.178880988
Endometriosis,Lupron Depot,0.16976175
Endometriosis,Lybrel,0.077311429
Endometriosis,Medroxyprogesterone,0.178948484
Endometriosis,Microgestin Fe 1 / 20,0.064927603
Endometriosis,Mononessa,0.021056525
Endometriosis,Necon 1 / 35,0.026437015
Endometriosis,Nora-Be,0.12336475
Endometriosis,Norethindrone,0.125250939
Endometriosis,Nortrel 7 / 7 / 7,0.057735174
Endometriosis,Ortho Micronor,0.109646837
Endometriosis,Ortho Tri-Cyclen Lo,0.066133506
Endometriosis,Provera,0.125749088
Endometriosis,Seasonale,0.08197628
Endometriosis,Seasonique,0.055153081
Endometriosis,Sprintec,0.06508317
Endometriosis,Synarel,0.037430225
Endometriosis,Tri-Lo-Sprintec,0.019453876
Endometriosis,Tri-Previfem,0.012969251
Endometriosis,Tri-Sprintec,0.115457945
Endometriosis,Zoladex,0.175299587
Endoscopy or Radiology Premedication,Diazepam,43.22108912
Endoscopy or Radiology Premedication,Valium,65.22108912
Enterocolitis,Chlordiazepoxide / clidinium,13.19829857
Eosinophilic Esophagitis,Budesonide,12.40115777
Epilepsy,Acetazolamide,0.517424496
Epilepsy,Carbamazepine,0.195764825
Epilepsy,Carbatrol,0.078123137
Epilepsy,Clobazam,0.028592544
Epilepsy,Depakote,0.38914657
Epilepsy,Depakote ER,0.202397816
Epilepsy,Dilantin,0.097008472
Epilepsy,Divalproex sodium,0.245152113
Epilepsy,Epitol,0.147357408
Epilepsy,Ethotoin,0
Epilepsy,Felbamate,0.103902368
Epilepsy,Felbatol,0.255619298
Epilepsy,Fycompa,0.1702714
Epilepsy,Gabapentin,0.409942274
Epilepsy,Keppra,0.252403013
Epilepsy,Keppra XR,0.115218467
Epilepsy,Lamictal,0.017655999
Epilepsy,Lamotrigine,0.04243016
Epilepsy,Levetiracetam,0.209511401
Epilepsy,Lyrica,0.154095178
Epilepsy,Mebaral,0.276295378
Epilepsy,Perampanel,0.127937987
Epilepsy,Phenytoin,0.091435108
Epilepsy,Tegretol,0.279754253
Epilepsy,Tegretol XR,0.088054387
Epilepsy,Valproic acid,0.014296272
Erectile Dysfunction,Alprostadil,0.150602074
Erectile Dysfunction,Avanafil,0.117802899
Erectile Dysfunction,Caverject,0.362883763
Erectile Dysfunction,Caverject Impulse,0.180440801
Erectile Dysfunction,Cialis,0.237254772
Erectile Dysfunction,Edex,0.228310565
Erectile Dysfunction,Levitra,0.234813314
